0,372,760
1,50,5752
2,398,1636
3,430,6678
4,481,4747
5,935,6203
6,202,145
7,876,6786
8,850,6098
9,766,406
10,602,705
11,744,3564
12,674,5633
13,293,9616
14,387,7736
15,778,8325
16,435,3127
17,484,1644
18,16,3222
19,4,687
20,399,1141
21,559,2873
22,252,5979
23,953,9706
24,613,5664
25,207,3255
26,547,2853
27,895,5199
28,916,9811
29,506,3244
30,577,8786
31,654,2178
32,453,1955
33,145,710
34,748,1430
35,790,705
36,872,771
37,764,7243
38,665,228
39,863,1649
40,341,8956
41,344,7236
42,267,4020
43,36,3906
44,680,7984
45,413,2167
46,145,3901
47,378,5740
48,490,4013
49,85,8017
50,369,43
51,431,3463
52,433,2503
53,6,8504
54,201,5567
55,226,1684
56,804,2409
57,371,9173
58,164,2810
59,874,9150
60,630,5076
61,93,1421
62,45,1615
63,685,8641
64,889,4874
65,473,1299
66,447,1046
67,691,7352
68,689,5331
69,795,1602
70,355,980
71,758,4097
72,143,7880
73,885,8504
74,49,7426
75,591,6873
76,453,648
77,814,5283
78,262,1758
79,537,6976
80,410,8045
81,246,3644
82,138,6546
83,126,4508
84,858,8248
85,861,3016
86,269,9845
87,293,1163
88,736,4156
89,193,7510
90,237,4645
91,18,103
92,4,6418
93,144,781
94,555,6633
95,350,3084
96,338,1621
97,45,9316
98,817,188
99,880,3506
100,659,6198
101,806,9924
102,586,2538
103,197,4741
104,822,9520
105,925,3688
106,202,541
107,567,4962
108,742,3482
109,595,7678
110,280,2789
111,111,7948
112,355,3979
113,638,6710
114,954,5302
115,156,3682
116,718,4778
117,418,3577
118,640,5469
119,851,782
120,555,1276
121,193,7302
122,262,5312
123,670,5326
124,919,796
125,866,5771
126,811,5026
127,205,8464
128,184,4391
129,438,8324
130,110,4236
131,629,5670
132,120,1442
133,885,1049
134,684,8376
135,767,3849
136,91,5158
137,487,2978
138,425,9787
139,659,3213
140,570,4541
141,519,2721
142,540,9607
143,70,9121
144,864,3788
145,678,9803
146,199,8737
147,878,9146
148,235,3822
149,917,9099
150,964,9576
151,570,8942
152,719,3817
153,903,9203
154,963,927
155,791,3591
156,553,8851
157,538,4328
158,694,7705
159,767,9095
160,948,1362
161,785,1978
162,106,6490
163,184,9098
164,632,862
165,634,6168
166,805,3398
167,667,4888
168,925,1630
169,116,2340
170,284,6450
171,123,7370
172,35,1548
173,750,509
174,819,2786
175,745,658
176,923,860
177,413,8753
178,406,7748
179,181,701
180,138,3767
181,808,2921
182,778,9132
183,920,3246
184,65,4876
185,500,2568
186,498,8440
187,372,9496
188,926,1008
189,646,6391
190,977,509
191,480,547
192,73,7591
193,78,3216
194,967,8402
195,654,9833
196,825,3526
197,581,8485
198,927,2626
199,947,4125
200,749,6031
201,216,2919
202,628,4151
203,158,5941
204,856,541
205,366,6834
206,492,1457
207,759,6052
208,91,8483
209,114,3546
210,489,8225
211,155,620
212,453,5739
213,5,5652
214,227,7437
215,22,8073
216,497,5017
217,379,1967
218,301,2005
219,976,5236
220,28,8364
221,37,8385
222,64,6920
223,923,4481
224,561,6590
225,715,3615
226,891,5018
227,938,4806
228,223,4378
